"","artist","track","target","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"1177","Aloe Blacc","Wake Me Up - Acoustic","like",0.569,0.593,"2",-7.176,"1",0.0326,0.358,0,0.134,0.344,115.05,225333
"1178","Kygo","Firestone (feat. Conrad Sewell) - Live Acoustic Version","like",0.4,0.323,"2",-10.831,"1",0.0328,0.879,0.000571,0.103,0.289,105.337,226345
"1179","Jasmine Thompson","Rather Be","like",0.608,0.333,"11",-7.485,"1",0.0326,0.851,0,0.111,0.527,110.032,249754
"1180","Florence + The Machine","Dog Days Are Over - MTV Unplugged, 2012","like",0.322,0.534,"9",-6.662,"0",0.0316,0.64,0,0.691,0.271,150.418,275333
"1181","George Ezra","Budapest - Live from Spotify Stockholm","like",0.678,0.291,"4",-10.339,"1",0.0437,0.818,6.08e-05,0.706,0.497,121.092,209307
"1182","One Direction","Perfect - Stripped","like",0.704,0.468,"2",-6.218,"1",0.0359,0.514,0,0.103,0.278,100.084,231680
"1183","Years & Years","King - Acoustic","like",0.444,0.183,"2",-8.759,"1",0.0406,0.955,1.9e-06,0.107,0.294,90.638,243573
"1184","Imagine Dragons","Demons - Live London Sessions / 2013","like",0.611,0.357,"10",-8.265,"1",0.0274,0.346,0,0.0897,0.278,90.214,189280
"1185","Justin Bieber","What Do You Mean? - Acoustic","like",0.773,0.358,"8",-10.634,"1",0.044,0.794,0,0.104,0.756,124.934,203800
"1186","Katy Perry","The One That Got Away - Acoustic","like",0.714,0.434,"4",-11.542,"1",0.0396,0.697,0,0.0919,0.352,123.942,259040
"1187","Coldplay","Princess of China - Acoustic","like",0.245,0.471,"9",-7.952,"0",0.0313,0.652,0.00717,0.126,0.287,165.996,206693
"1188","Izzy Bizu","Sweat (A La La La La Long)","like",0.868,0.382,"0",-8.259,"1",0.304,0.431,0,0.283,0.422,82.986,169840
"1189","William Singe","Trap Queen","like",0.779,0.278,"3",-12.391,"0",0.322,0.593,0,0.0657,0.465,84.064,114338
"1190","Megan Davies","Hotline Bling","like",0.822,0.263,"6",-10.517,"1",0.223,0.572,0,0.11,0.48,131.129,207023
"1191","Bruno Mars","Grenade - Acoustic","like",0.643,0.394,"2",-6.305,"0",0.0305,0.818,0,0.0888,0.364,97.911,249535
"1192","Little Mix","Black Magic - Acoustic","like",0.703,0.678,"4",-4.905,"1",0.152,0.812,0,0.132,0.833,114.371,207333
"1193","Maroon 5","Misery - Acoustic Version","like",0.729,0.591,"6",-7.544,"1",0.0385,0.24,0,0.111,0.42,97.002,226320
"1194","Jason Mraz","I'm Yours - Live","like",0.428,0.694,"11",-8.455,"1",0.0978,0.697,0,0.764,0.574,145.353,243942
"1195","Boyce Avenue","Someone Like You","like",0.439,0.207,"1",-9.573,"1",0.0296,0.614,0,0.187,0.263,136.513,276147
"1196","Sam Smith","Omen - Acoustic","like",0.449,0.201,"3",-8.349,"1",0.0342,0.962,1.72e-05,0.103,0.152,133.667,205375
"1197","Sam Smith","Omen - Acoustic","like",0.449,0.201,"3",-8.349,"1",0.0342,0.962,1.72e-05,0.103,0.152,133.667,205375
"1198","The Fray","How to Save a Life - Live in Nashville, TN - December 2006","like",0.328,0.502,"10",-5.914,"1",0.0329,0.767,0,0.759,0.248,123.745,269947
"1199","Swedish House Mafia","Don't You Worry Child - Acoustic Version","like",0.554,0.792,"11",-8.166,"0",0.0309,0.406,0.000665,0.315,0.537,102.042,257923
"1200","Swedish House Mafia","Don't You Worry Child - Acoustic Version","like",0.554,0.792,"11",-8.166,"0",0.0309,0.406,0.000665,0.315,0.537,102.042,257923
"1201","Maroon 5","Sunday Morning - Acoustic","like",0.418,0.666,"7",-8.633,"1",0.109,0.571,0,0.709,0.737,82.06,254853
"1202","Maroon 5","Sunday Morning - Acoustic","like",0.418,0.666,"7",-8.633,"1",0.109,0.571,0,0.709,0.737,82.06,254853
"1203","Echosmith","Cool Kids - Live from Spotify NYC","like",0.651,0.371,"8",-9.977,"1",0.0353,0.498,0,0.615,0.527,138.832,201746
"1204","Rita Ora","Poison - Acoustic","like",0.657,0.449,"7",-7.068,"1",0.0413,0.814,0,0.145,0.36,120.052,220560
"1205","Emeli Sandé","Next To Me - Live From Spotify NYC, USA/2012","like",0.477,0.397,"7",-7.939,"1",0.0734,0.8,0,0.104,0.294,92.407,220792
"1206","Ed Sheeran","Sing - Live and in Session","like",0.726,0.719,"6",-5.122,"0",0.234,0.137,0,0.66,0.826,121.911,319401
"1207","Ella Eyre","Waiting All Night - Acoustic Version","like",0.394,0.358,"9",-8.997,"1",0.0581,0.636,0,0.0984,0.427,167.894,209480
"1208","Corey Gray","Maps (Acoustic) [feat. Ali Brustofski]","like",0.689,0.464,"1",-9.035,"0",0.0569,0.198,0,0.137,0.121,119.998,182187
"1209","Florence + The Machine","Shake It Out - Acoustic","like",0.547,0.395,"5",-5.363,"1",0.0297,0.643,0,0.115,0.356,104.493,252503
"1210","Jess Glynne","My Love - Acoustic","like",0.759,0.268,"0",-7.027,"0",0.0469,0.918,3.63e-06,0.111,0.589,109.85,182740
"1211","3 Doors Down","Here Without You - Acoustic Version","like",0.551,0.574,"10",-6.265,"0",0.0263,0.0203,0,0.186,0.308,143.734,232013
"1212","Conor Maynard","Talking About - Acoustic Version","like",0.796,0.236,"7",-12.357,"0",0.22,0.932,0,0.107,0.348,117.085,137727
"1213","Avicii","I Could Be The One [Avicii vs Nicky Romero] - Noonie Bao Acoustic Mix","like",0.346,0.316,"9",-10.266,"1",0.0375,0.931,6.53e-05,0.0935,0.204,202.991,231427
"1214","Sweetfire","Am I Wrong - Acoustic Version","like",0.603,0.405,"7",-8.299,"0",0.0314,0.763,1.68e-06,0.104,0.32,185.519,282000
"1215","Alyssa Bernal","I'm Yours","like",0.561,0.453,"1",-6.632,"1",0.0397,0.861,0,0.108,0.581,75.595,211391
"1216","WALK THE MOON","Shut Up and Dance - Live Acoustic","like",0.817,0.506,"0",-8.501,"1",0.0574,0.134,0,0.21,0.787,129.865,194173
"1217","Jessie J","Price Tag - Acoustic Version","like",0.549,0.624,"5",-6.592,"1",0.355,0.0933,0,0.111,0.501,87.498,198720
"1218","Echosmith","Cool Kids - Acoustic","like",0.689,0.551,"8",-7.704,"1",0.0404,0.224,0,0.112,0.562,127.996,236293
"1219","Alexa Goddard","How Deep Is Your Love - Live Acoustic London, UK / 2015","like",0.65,0.248,"4",-7.436,"0",0.0362,0.917,0,0.129,0.37,122.023,210498
"1220","Foxes","Clarity - Acoustic","like",0.526,0.361,"8",-5.233,"1",0.0324,0.808,0,0.108,0.276,120.382,216040
"1221","Ed Sheeran","The A Team - Live and in Session","like",0.55,0.416,"9",-6.737,"1",0.0724,0.387,0,0.542,0.463,112.411,248395
"1222","Jordin Sparks","No Air - Acoustic Version","like",0.475,0.501,"11",-5.125,"1",0.0309,0.715,0,0.0666,0.371,159.972,253693
"1223","Jason Derulo","Ridin' Solo - Acoustic","like",0.514,0.679,"9",-3.697,"1",0.139,0.195,0,0.107,0.531,81.576,224907
"1224","Sam Smith","Latch - Acoustic","like",0.418,0.243,"8",-8.689,"1",0.0275,0.981,0.000282,0.113,0.276,97.811,223429
"1225","Paolo Nutini","New Shoes - Live at 12 Bar Version","like",0.655,0.825,"8",-6.468,"1",0.0482,0.329,0,0.678,0.975,152.223,207907
"1226","Maroon 5","She Will Be Loved - Acoustic","like",0.623,0.494,"11",-9.281,"0",0.0313,0.496,5.96e-06,0.698,0.563,98.556,276787
"1227","Maroon 5","She Will Be Loved - Acoustic","like",0.623,0.494,"11",-9.281,"0",0.0313,0.496,5.96e-06,0.698,0.563,98.556,276787
"1228","Passenger","Let Her Go - Acoustic","like",0.553,0.0747,"4",-13.781,"0",0.0499,0.943,0,0.0822,0.254,141.341,266747
"1229","MAGIC!","Rude (Acoustic)","like",0.736,0.847,"1",-4.287,"1",0.0756,0.358,0,0.101,0.915,143.996,223854
"1230","James Bay","Let It Go - James Bay Spotify Session 2015","like",0.499,0.21,"1",-9.124,"1",0.0409,0.884,1.17e-05,0.722,0.376,140.07,285867
"1231","Daniel Powter","Bad Day - Acoustic Version","like",0.553,0.401,"1",-5.914,"1",0.0321,0.857,0.0226,0.114,0.286,135.765,216587
"1232","Meghan Trainor","All About That Bass - Live from Spotify London","like",0.775,0.528,"7",-7.278,"1",0.107,0.497,0,0.714,0.933,135.197,171830
"1233","Sia","Chandelier - Piano Version","like",0.411,0.227,"10",-8.068,"1",0.0468,0.938,0,0.158,0.306,79.875,241693
"1234","James Blunt","1973 - Acoustic","like",0.632,0.378,"9",-11.462,"1",0.0306,0.884,2.63e-05,0.11,0.347,125.128,209680
"1235","Hozier","Take Me to Church - Live From Spotify London","like",0.624,0.217,"2",-9.54,"0",0.0481,0.859,0,0.7,0.287,124.958,246493
"1236","Ed Sheeran","The A Team - Acoustic","like",0.649,0.264,"9",-9.899,"1",0.28,0.727,0,0.292,0.424,121.815,241186
"1237","Jasmine Thompson","Ain't Nobody (Loves Me Better) - Acoustic","like",0.422,0.243,"2",-8.493,"0",0.0346,0.848,0,0.111,0.227,92.831,178470
"1238","Maroon 5","This Love - Acoustic","like",0.637,0.631,"1",-8.934,"1",0.0665,0.508,1.39e-05,0.38,0.683,91.111,255293
"1239","Dido","Thank You - (Acoustic) [Live]","like",0.539,0.407,"8",-8.604,"0",0.04,0.587,0,0.0776,0.614,79.548,154507
"1240","Amy Winehouse","Valerie - Live At BBC Radio 1 Live Lounge, London / 2007","like",0.739,0.365,"5",-5.731,"0",0.0415,0.751,1.65e-06,0.161,0.699,96.095,233733
"1241","R.E.M.","Losing My Religion","like",0.692,0.781,"9",-6.257,"0",0.0381,0.804,0,0.929,0.716,121.811,293867
"1242","Imagine Dragons","I Bet My Life - Live From Spotify London","like",0.496,0.545,"7",-7.835,"1",0.0444,0.534,5e-05,0.693,0.356,117.266,228341
"1243","Ed Sheeran","Lego House - Acoustic","like",0.6,0.23,"4",-8.576,"1",0.128,0.766,0,0.0963,0.285,149.636,186967
"1244","Vanessa Carlton","A Thousand Miles (Live Acoustic)","like",0.44,0.236,"11",-7.712,"1",0.0279,0.88,3.09e-05,0.108,0.329,83.935,278347
"1245","Paloma Faith","Picking Up the Pieces - Acoustic Session","like",0.497,0.447,"5",-4.62,"1",0.0355,0.844,5.05e-06,0.106,0.128,135.822,227120
"1246","Zara Larsson","Lush Life - Acoustic Version","like",0.655,0.379,"10",-8.985,"1",0.0299,0.767,0,0.131,0.541,98.093,202587
"1247","Rachel Platten","Fight Song - Acoustic","like",0.671,0.264,"6",-8.118,"1",0.0344,0.893,0,0.0954,0.372,84.101,222627
"1248","John Legend","All of Me - Live from Spotify Milan","like",0.505,0.15,"8",-9.795,"1",0.0439,0.833,0,0.0988,0.383,133.237,291960
"1249","Sixpence None The Richer","Kiss Me - AOL Sessions Acoustic Version","like",0.568,0.193,"3",-11.522,"1",0.0283,0.892,1.5e-06,0.0982,0.494,99.397,181133
"1250","Boyce Avenue","Fast Car (feat. Kina Grannis)","like",0.487,0.25,"10",-9.846,"1",0.0289,0.807,0,0.0797,0.496,102.614,304293
"1251","Skylar Grey","Love The Way You Lie - Part III (Original Demo)","like",0.421,0.238,"10",-11.647,"1",0.0385,0.915,0,0.0714,0.272,165.904,249360
"1252","Robbie Williams","Angels - Acoustic","like",0.448,0.361,"4",-7.073,"1",0.0256,0.636,7.02e-05,0.0861,0.153,75.036,268987
"1253","No Doubt","Just A Girl - Acoustic Live - German Radio","like",0.685,0.376,"11",-4.878,"0",0.0348,0.843,0,0.151,0.465,105.577,213507
"1254","Foo Fighters","Best Of You - Live","like",0.397,0.891,"1",-7.188,"0",0.0761,0.112,0,0.939,0.41,130.002,302627
"1255","Katy Perry","I Kissed A Girl - Live At MTV Unplugged, New York, NY/2009","like",0.488,0.62,"9",-7.478,"0",0.114,0.0816,0,0.659,0.168,128.733,250587
"1256","Adele","Chasing Pavements (Live at Hotel Cafe)","like",0.453,0.257,"0",-9.499,"0",0.0373,0.912,0,0.669,0.24,155.21,232200
"1257","Two Worlds","Wrecking Ball - Acoustic","like",0.63,0.165,"0",-15.177,"1",0.0372,0.779,0,0.22,0.207,119.874,213750
"1258","Two Worlds","Wrecking Ball - Acoustic","like",0.63,0.165,"0",-15.177,"1",0.0372,0.779,0,0.22,0.207,119.874,213750
"1259","Collin McLoughlin","Titanium Acoustic Cover","like",0.575,0.184,"3",-12.719,"0",0.0388,0.81,0,0.125,0.147,126.025,212899
